index,UID,Date,GroupDayType,Sleep onset,Sleep offset,Sleep duration,Sleep onset MSLM,Sleep offset MSLM,Activity
184,winter0062,2018-02-02,winterWeekday,2018-02-03 02:02:45,2018-02-03 12:31:00,10.470833333333333,1562.75,751.0,0.0
172,winter0062,2018-02-03,winterWeekend/Holiday,2018-02-03 00:00:00,2018-02-03 00:00:00,0.0,0.0,0.0,8565.708333333334
174,winter0062,2018-02-04,winterWeekend/Holiday,2018-02-04 00:00:00,2018-02-04 00:00:00,0.0,0.0,0.0,0.0
196,winter0047,2018-01-23,winterWeekday,2018-01-23 19:43:30,2018-01-24 09:08:15,13.4125,1183.5,548.25,0.0
187,winter0047,2018-01-24,winterWeekday,2018-01-24 00:00:00,2018-01-24 00:00:00,0.0,0.0,0.0,7628.99430740038
193,winter0047,2018-01-25,winterWeekday,2018-01-26 00:18:30,2018-01-26 06:55:45,6.620833333333334,1458.5,415.75,18126.843373493975
189,winter0047,2018-01-26,winterWeekday,2018-01-27 03:40:45,2018-01-27 08:47:45,5.116666666666666,1660.75,527.75,20388.08510638298
195,winter0047,2018-01-27,winterWeekend/Holiday,2018-01-28 00:39:30,2018-01-28 10:01:15,9.3625,1479.5,601.25,12793.529726834493
194,winter0047,2018-01-28,winterWeekend/Holiday,2018-01-29 01:34:45,2018-01-29 09:11:30,7.6125,1534.75,551.5,10033.110910730387
192,winter0047,2018-01-29,winterWeekday,2018-01-29 23:03:15,2018-01-30 08:17:45,9.241666666666667,1383.25,497.75,15319.989481987905
197,winter0047,2018-01-30,winterWeekday,2018-01-31 00:08:30,2018-01-31 07:30:45,7.370833333333334,1448.5,450.75,11704.035622217016
190,winter0047,2018-01-31,winterWeekday,2018-02-01 01:17:30,2018-02-01 08:44:45,7.454166666666667,1517.5,524.75,15200.830007980847
191,winter0047,2018-02-01,winterWeekday,2018-02-02 00:24:30,2018-02-02 08:10:45,7.770833333333333,1464.5,490.75,16096.116788321167
198,winter0047,2018-02-02,winterWeekday,2018-02-03 01:18:15,2018-02-03 08:19:00,7.0125,1518.25,499.0,10771.724947195495
186,winter0047,2018-02-03,winterWeekend/Holiday,2018-02-04 02:04:15,2018-02-04 10:56:15,8.866666666666667,1564.25,656.25,18557.01235277219
188,winter0047,2018-02-04,winterWeekend/Holiday,2018-02-05 01:26:30,2018-02-05 09:29:15,8.045833333333333,1526.5,569.25,16011.499870028596
200,winter0047,2018-02-05,winterWeekday,2018-02-06 01:31:00,2018-02-06 08:32:15,7.020833333333333,1531.0,512.25,10556.992645055843
199,winter0047,2018-02-06,winterWeekday,2018-02-06 23:50:00,2018-02-07 08:15:00,8.416666666666666,1430.0,495.0,0.0
185,winter0047,2018-02-07,winterWeekday,2018-02-07 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0,0.0
216,winter0009,2018-01-08,winterWeekday,2018-01-08 00:00:00,2018-01-08 00:00:00,0.0,0.0,0.0,1873.3100532990259
214,winter0009,2018-01-09,winterWeekday,2018-01-09 21:20:30,2018-01-10 06:53:30,9.55,1280.5,413.5,16215.800293685757
208,winter0009,2018-01-10,winterWeekday,2018-01-10 23:55:00,2018-01-11 06:13:15,6.304166666666666,1435.0,373.25,16136.724436741766
202,winter0009,2018-01-11,winterWeekday,2018-01-12 01:27:15,2018-01-12 08:25:30,6.970833333333333,1527.25,505.5,15504.815402038506
213,winter0009,2018-01-12,winterWeekday,2018-01-13 02:49:15,2018-01-13 09:07:00,6.295833333333333,1609.25,547.0,15520.312958435206
201,winter0009,2018-01-13,winterWeekend/Holiday,2018-01-14 02:09:30,2018-01-14 10:19:15,8.1625,1569.5,619.25,13161.175482787574
203,winter0009,2018-01-14,winterWeekend/Holiday,2018-01-15 01:12:30,2018-01-15 08:46:45,7.570833333333334,1512.5,526.75,24687.84825133373
215,winter0009,2018-01-15,winterWeekend/Holiday,2018-01-15 22:50:15,2018-01-16 05:59:00,7.145833333333333,1370.25,359.0,9836.763005780347
204,winter0009,2018-01-16,winterWeekday,2018-01-16 23:17:00,2018-01-17 06:55:30,7.641666666666667,1397.0,415.5,14700.088365243004
209,winter0009,2018-01-17,winterWeekday,2018-01-17 23:54:00,2018-01-18 06:29:15,6.5875,1434.0,389.25,17243.30827067669
205,winter0009,2018-01-18,winterWeekday,2018-01-18 21:27:00,2018-01-19 07:44:00,10.283333333333333,1287.0,464.0,12043.347517730497
206,winter0009,2018-01-19,winterWeekday,2018-01-20 01:21:30,2018-01-20 07:42:45,6.354166666666667,1521.5,462.75,10900.381567361315
210,winter0009,2018-01-20,winterWeekend/Holiday,2018-01-20 21:54:30,2018-01-21 07:31:00,9.608333333333333,1314.5,451.0,17667.196758673083
207,winter0009,2018-01-21,winterWeekend/Holiday,2018-01-21 23:58:15,2018-01-22 08:01:15,8.05,1438.25,481.25,14896.325689255345
212,winter0009,2018-01-22,winterWeekday,2018-01-23 00:11:30,2018-01-23 06:14:00,6.041666666666667,1451.5,374.0,0.0
211,winter0009,2018-01-23,winterWeekday,2018-01-23 00:00:00,2018-01-23 00:00:00,0.0,0.0,0.0,0.0
219,winter0102,2018-02-08,winterWeekday,2018-02-08 23:34:15,2018-02-09 06:57:45,7.391666666666667,1414.25,417.75,24299.246161005118
225,winter0102,2018-02-09,winterWeekday,2018-02-10 00:52:15,2018-02-10 08:20:15,7.466666666666667,1492.25,500.25,19338.64043968759
224,winter0102,2018-02-10,winterWeekend/Holiday,2018-02-10 22:44:30,2018-02-11 07:56:15,9.195833333333333,1364.5,476.25,15213.979348689436
227,winter0102,2018-02-11,winterWeekend/Holiday,2018-02-11 23:40:30,2018-02-12 08:27:15,8.779166666666667,1420.5,507.25,25402.28948816731
228,winter0102,2018-02-12,winterWeekday,2018-02-12 23:35:45,2018-02-13 05:48:15,6.208333333333333,1415.75,348.25,17709.479911264483
230,winter0102,2018-02-13,winterWeekday,2018-02-13 22:42:30,2018-02-14 05:35:00,6.875,1362.5,335.0,14388.403361344537
222,winter0102,2018-02-14,winterWeekday,2018-02-14 21:27:00,2018-02-15 04:25:45,6.979166666666667,1287.0,265.75,16440.0
229,winter0102,2018-02-15,winterWeekday,2018-02-16 00:07:15,2018-02-16 05:55:30,5.804166666666666,1447.25,355.5,22659.926672777267
226,winter0102,2018-02-16,winterWeekday,2018-02-17 00:06:30,2018-02-17 07:20:00,7.225,1446.5,440.0,20395.10082150859
220,winter0102,2018-02-17,winterWeekend/Holiday,2018-02-18 00:04:15,2018-02-18 06:27:00,6.379166666666666,1444.25,387.0,20294.653668547973
218,winter0102,2018-02-18,winterWeekend/Holiday,2018-02-18 22:41:30,2018-02-19 02:58:15,4.279166666666667,1361.5,178.25,19818.143748741695
231,winter0102,2018-02-19,winterWeekend/Holiday,2018-02-19 23:40:00,2018-02-20 06:00:00,6.333333333333333,1420.0,360.0,15434.623705408514
223,winter0102,2018-02-20,winterWeekday,2018-02-21 00:06:15,2018-02-21 06:21:00,6.245833333333334,1446.25,381.0,17783.14078629475
217,winter0102,2018-02-21,winterWeekday,2018-02-22 01:19:15,2018-02-22 06:29:15,5.166666666666667,1519.25,389.25,0.0
221,winter0102,2018-02-22,winterWeekday,2018-02-22 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0,0.0
234,winter0091,2018-02-08,winterWeekday,2018-02-09 02:01:45,2018-02-09 08:43:30,6.695833333333334,1561.75,523.5,13274.06528189911
240,winter0091,2018-02-09,winterWeekday,2018-02-10 01:34:30,2018-02-10 11:53:15,10.3125,1534.5,713.25,13428.246884960881
239,winter0091,2018-02-10,winterWeekend/Holiday,2018-02-11 02:16:00,2018-02-11 10:01:45,7.7625,1576.0,601.75,8053.05954825462
242,winter0091,2018-02-11,winterWeekend/Holiday,2018-02-12 02:15:45,2018-02-12 08:20:15,6.075,1575.75,500.25,12342.670623145399
243,winter0091,2018-02-12,winterWeekday,2018-02-13 01:11:15,2018-02-13 09:47:00,8.595833333333333,1511.25,587.0,10371.246376811594
245,winter0091,2018-02-13,winterWeekday,2018-02-14 03:02:00,2018-02-14 11:20:30,8.308333333333334,1622.0,680.5,7636.865055981143
237,winter0091,2018-02-14,winterWeekday,2018-02-15 01:29:00,2018-02-15 07:39:45,6.179166666666666,1529.0,459.75,6546.297454220634
244,winter0091,2018-02-15,winterWeekday,2018-02-16 02:19:15,2018-02-16 11:23:15,9.066666666666666,1579.25,683.25,10358.428805237316
241,winter0091,2018-02-16,winterWeekday,2018-02-17 02:39:45,2018-02-17 13:03:30,10.395833333333334,1599.75,783.5,10054.096638655461
235,winter0091,2018-02-17,winterWeekend/Holiday,2018-02-18 04:55:30,2018-02-18 11:09:00,6.225,1735.5,669.0,13973.333333333334
233,winter0091,2018-02-18,winterWeekend/Holiday,2018-02-19 01:01:30,2018-02-19 10:54:45,9.8875,1501.5,654.75,0.0
246,winter0091,2018-02-19,winterWeekend/Holiday,2018-02-19 00:00:00,2018-02-19 00:00:00,0.0,0.0,0.0,1664.1297935103244
238,winter0091,2018-02-20,winterWeekday,2018-02-21 02:51:00,2018-02-21 08:47:15,5.9375,1611.0,527.25,13580.561637315564
232,winter0091,2018-02-21,winterWeekday,2018-02-22 02:17:45,2018-02-22 08:56:15,6.641666666666667,1577.75,536.25,0.0
236,winter0091,2018-02-22,winterWeekday,2018-02-22 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0,0.0
249,winter0104,2018-02-08,winterWeekday,2018-02-09 00:41:30,2018-02-09 07:35:45,6.904166666666667,1481.5,455.75,12028.118081180812
255,winter0104,2018-02-09,winterWeekday,2018-02-10 01:39:45,2018-02-10 08:27:45,6.8,1539.75,507.75,9328.178202068417
254,winter0104,2018-02-10,winterWeekend/Holiday,2018-02-11 00:10:30,2018-02-11 08:40:00,8.491666666666667,1450.5,520.0,14722.803401185261
257,winter0104,2018-02-11,winterWeekend/Holiday,2018-02-12 00:50:15,2018-02-12 04:15:00,3.4125,1490.25,255.0,14102.771908017401
258,winter0104,2018-02-12,winterWeekday,2018-02-13 00:21:45,2018-02-13 10:39:45,10.3,1461.75,639.75,20735.82540570789
260,winter0104,2018-02-13,winterWeekday,2018-02-14 01:33:15,2018-02-14 10:13:45,8.675,1533.25,613.75,19981.065864990433
252,winter0104,2018-02-14,winterWeekday,2018-02-15 01:28:30,2018-02-15 09:03:15,7.579166666666667,1528.5,543.25,15031.221849544801
259,winter0104,2018-02-15,winterWeekday,2018-02-16 02:26:45,2018-02-16 10:28:00,8.020833333333334,1586.75,628.0,6409.643835616438
256,winter0104,2018-02-16,winterWeekday,2018-02-17 01:40:30,2018-02-17 10:24:45,8.7375,1540.5,624.75,15463.751937984496
250,winter0104,2018-02-17,winterWeekend/Holiday,2018-02-18 02:32:15,2018-02-18 10:29:45,7.958333333333333,1592.25,629.75,16095.809698078683
248,winter0104,2018-02-18,winterWeekend/Holiday,2018-02-19 00:09:30,2018-02-19 07:55:45,7.770833333333333,1449.5,475.75,11509.909706546276
261,winter0104,2018-02-19,winterWeekend/Holiday,2018-02-19 22:41:45,2018-02-20 07:46:15,9.075,1361.75,466.25,14633.925652517795
253,winter0104,2018-02-20,winterWeekday,2018-02-20 23:34:30,2018-02-21 08:04:00,8.491666666666667,1414.5,484.0,16167.233384853167
247,winter0104,2018-02-21,winterWeekday,2018-02-22 00:14:30,2018-02-22 07:28:00,7.225,1454.5,448.0,0.0
251,winter0104,2018-02-22,winterWeekday,2018-02-22 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0,0.0
277,winter0001,2018-01-08,winterWeekday,2018-01-08 00:00:00,2018-01-08 00:00:00,0.0,0.0,0.0,3455.0924284629023
275,winter0001,2018-01-09,winterWeekday,2018-01-10 01:21:45,2018-01-10 08:18:00,6.9375,1521.75,498.0,16623.101657185256
269,winter0001,2018-01-10,winterWeekday,2018-01-11 01:08:45,2018-01-11 08:13:30,7.079166666666667,1508.75,493.5,16944.56499488229
263,winter0001,2018-01-11,winterWeekday,2018-01-12 00:30:30,2018-01-12 08:37:30,8.116666666666667,1470.5,517.5,23454.030354131537
274,winter0001,2018-01-12,winterWeekday,2018-01-13 04:23:30,2018-01-13 10:33:30,6.166666666666667,1703.5,633.5,18725.20325203252
262,winter0001,2018-01-13,winterWeekend/Holiday,2018-01-14 00:23:45,2018-01-14 04:32:00,4.1375,1463.75,272.0,15633.749266575396
264,winter0001,2018-01-14,winterWeekend/Holiday,2018-01-15 01:50:15,2018-01-15 10:37:30,8.7875,1550.25,637.5,14513.071895424835
276,winter0001,2018-01-15,winterWeekend/Holiday,2018-01-16 01:55:30,2018-01-16 08:09:30,6.233333333333333,1555.5,489.5,14056.361045130641
265,winter0001,2018-01-16,winterWeekday,2018-01-17 01:42:00,2018-01-17 08:54:15,7.204166666666667,1542.0,534.25,17925.056726094
270,winter0001,2018-01-17,winterWeekday,2018-01-18 00:19:45,2018-01-18 09:27:45,9.133333333333333,1459.75,567.75,19072.933884297523
266,winter0001,2018-01-18,winterWeekday,2018-01-19 01:35:45,2018-01-19 09:29:45,7.9,1535.75,569.75,13941.31805157593
267,winter0001,2018-01-19,winterWeekday,2018-01-20 05:51:15,2018-01-20 08:56:15,3.0833333333333335,1791.25,536.25,11926.272273699215
271,winter0001,2018-01-20,winterWeekend/Holiday,2018-01-21 02:28:30,2018-01-21 11:08:00,8.658333333333333,1588.5,668.0,12371.389183457051
268,winter0001,2018-01-21,winterWeekend/Holiday,2018-01-22 02:51:00,2018-01-22 09:27:30,6.608333333333333,1611.0,567.5,20786.302676914922
273,winter0001,2018-01-22,winterWeekday,2018-01-23 01:10:45,2018-01-23 08:18:30,7.129166666666666,1510.75,498.5,0.0
272,winter0001,2018-01-23,winterWeekday,2018-01-23 00:00:00,2018-01-23 00:00:00,0.0,0.0,0.0,0.0
289,winter0071,2018-01-23,winterWeekday,2018-01-23 00:00:00,2018-01-23 00:00:00,0.0,0.0,0.0,1002.6597402597403
280,winter0071,2018-01-24,winterWeekday,2018-01-25 00:07:30,2018-01-25 09:22:30,9.25,1447.5,562.5,5935.8301158301165
286,winter0071,2018-01-25,winterWeekday,2018-01-26 02:38:30,2018-01-26 11:51:15,9.2125,1598.5,711.25,3819.961051606621
282,winter0071,2018-01-26,winterWeekday,2018-01-27 04:58:15,2018-01-27 11:58:45,7.008333333333334,1738.25,718.75,5081.066792541893
288,winter0071,2018-01-27,winterWeekend/Holiday,2018-01-28 05:38:00,2018-01-28 12:40:15,7.0375,1778.0,760.25,3729.808429118774
287,winter0071,2018-01-28,winterWeekend/Holiday,2018-01-29 01:43:15,2018-01-29 09:26:45,7.725,1543.25,566.75,6433.959938366717
285,winter0071,2018-01-29,winterWeekday,2018-01-30 01:40:15,2018-01-30 07:37:30,5.954166666666667,1540.25,457.5,6442.168075584286
290,winter0071,2018-01-30,winterWeekday,2018-01-31 00:23:00,2018-01-31 08:16:45,7.895833333333333,1463.0,496.75,5550.809952355744
283,winter0071,2018-01-31,winterWeekday,2018-02-01 00:01:15,2018-02-01 07:55:30,7.904166666666667,1441.25,475.5,5866.332046332047
284,winter0071,2018-02-01,winterWeekday,2018-02-02 01:11:30,2018-02-02 08:59:15,7.795833333333333,1511.5,539.25,5850.689270577738
291,winter0071,2018-02-02,winterWeekday,2018-02-03 03:40:00,2018-02-03 12:36:15,8.9375,1660.0,756.25,3301.935483870968
279,winter0071,2018-02-03,winterWeekend/Holiday,2018-02-04 03:50:45,2018-02-04 13:17:30,9.445833333333333,1670.75,797.5,4606.6295884315905
281,winter0071,2018-02-04,winterWeekend/Holiday,2018-02-05 00:31:45,2018-02-05 08:04:30,7.545833333333333,1471.75,484.5,9492.69376420096
293,winter0071,2018-02-05,winterWeekday,2018-02-06 00:34:45,2018-02-06 09:04:15,8.491666666666667,1474.75,544.25,5229.062742060419
292,winter0071,2018-02-06,winterWeekday,2018-02-07 01:12:30,2018-02-07 07:27:30,6.25,1512.5,447.5,0.0
278,winter0071,2018-02-07,winterWeekday,2018-02-07 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0,0.0
308,winter0085,2018-02-07,winterWeekday,2018-02-07 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0,1537.5899949298632
296,winter0085,2018-02-08,winterWeekday,2018-02-09 01:18:30,2018-02-09 08:45:45,7.454166666666667,1518.5,525.75,10482.51348182884
303,winter0085,2018-02-09,winterWeekday,2018-02-10 02:32:00,2018-02-10 09:59:15,7.454166666666667,1592.0,599.25,19981.939620625166
301,winter0085,2018-02-10,winterWeekend/Holiday,2018-02-11 01:35:00,2018-02-11 09:07:15,7.5375,1535.0,547.25,16613.09684947491
305,winter0085,2018-02-11,winterWeekend/Holiday,2018-02-12 02:58:30,2018-02-12 06:58:45,4.004166666666666,1618.5,418.75,9631.99605717102
306,winter0085,2018-02-12,winterWeekday,2018-02-12 23:53:15,2018-02-13 08:11:00,8.295833333333333,1433.25,491.0,16835.909914574164
302,winter0085,2018-02-13,winterWeekday,2018-02-14 00:16:45,2018-02-14 07:01:45,6.75,1456.75,421.75,8297.706515120764
299,winter0085,2018-02-14,winterWeekday,2018-02-15 03:33:30,2018-02-15 08:19:30,4.766666666666667,1653.5,499.5,9461.714285714286
307,winter0085,2018-02-15,winterWeekday,2018-02-16 00:57:00,2018-02-16 08:35:45,7.645833333333333,1497.0,515.75,13954.370224303673
304,winter0085,2018-02-16,winterWeekday,2018-02-17 01:30:00,2018-02-17 10:09:15,8.654166666666667,1530.0,609.25,6785.253456221199
297,winter0085,2018-02-17,winterWeekend/Holiday,2018-02-18 02:25:45,2018-02-18 09:05:15,6.658333333333333,1585.75,545.25,20428.374699759806
295,winter0085,2018-02-18,winterWeekend/Holiday,2018-02-19 00:42:00,2018-02-19 07:06:15,6.404166666666667,1482.0,426.25,7489.431132248034
309,winter0085,2018-02-19,winterWeekend/Holiday,2018-02-20 05:53:00,2018-02-20 08:09:30,2.275,1793.0,489.5,14716.31117397454
300,winter0085,2018-02-20,winterWeekday,2018-02-20 22:53:15,2018-02-21 07:55:15,9.033333333333333,1373.25,475.25,8800.705336426914
294,winter0085,2018-02-21,winterWeekday,2018-02-22 01:52:45,2018-02-22 08:37:45,6.75,1552.75,517.75,0.0
298,winter0085,2018-02-22,winterWeekday,2018-02-22 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0,0.0
324,winter0093,2018-02-07,winterWeekday,2018-02-07 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0,3062.2795776554462
312,winter0093,2018-02-08,winterWeekday,2018-02-08 22:10:15,2018-02-09 05:59:45,7.825,1330.25,359.75,15868.534505040061
319,winter0093,2018-02-09,winterWeekday,2018-02-09 22:07:00,2018-02-10 07:02:15,8.920833333333333,1327.0,422.25,21284.956605593055
317,winter0093,2018-02-10,winterWeekend/Holiday,2018-02-11 00:19:15,2018-02-11 07:59:45,7.675,1459.25,479.75,21547.864615384617
321,winter0093,2018-02-11,winterWeekend/Holiday,2018-02-11 21:32:15,2018-02-12 05:52:00,8.329166666666667,1292.25,352.0,14959.68
322,winter0093,2018-02-12,winterWeekday,2018-02-12 20:27:00,2018-02-13 06:10:30,9.725,1227.0,370.5,16295.68
318,winter0093,2018-02-13,winterWeekday,2018-02-13 21:48:00,2018-02-14 06:13:15,8.420833333333333,1308.0,373.25,18648.157496214033
315,winter0093,2018-02-14,winterWeekday,2018-02-14 22:43:45,2018-02-15 05:30:45,6.783333333333333,1363.75,330.75,13017.435387673957
323,winter0093,2018-02-15,winterWeekday,2018-02-15 22:16:45,2018-02-16 07:26:30,9.1625,1336.75,446.5,15300.696812453669
320,winter0093,2018-02-16,winterWeekday,2018-02-17 00:18:15,2018-02-17 06:55:45,6.625,1458.25,415.75,18663.94557823129
313,winter0093,2018-02-17,winterWeekend/Holiday,2018-02-17 19:47:30,2018-02-18 00:32:00,4.741666666666666,1187.5,32.0,11329.931972789116
311,winter0093,2018-02-18,winterWeekend/Holiday,2018-02-18 22:35:00,2018-02-19 06:43:30,8.141666666666667,1355.0,403.5,15440.162932790225
325,winter0093,2018-02-19,winterWeekend/Holiday,2018-02-19 21:02:45,2018-02-20 06:14:45,9.2,1262.75,374.75,12385.99348534202
316,winter0093,2018-02-20,winterWeekday,2018-02-20 21:35:45,2018-02-21 05:59:45,8.4,1295.75,359.75,12841.441835062808
310,winter0093,2018-02-21,winterWeekday,2018-02-21 21:15:15,2018-02-22 04:29:45,7.241666666666666,1275.25,269.75,0.0
314,winter0093,2018-02-22,winterWeekday,2018-02-22 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0,0.0
341,winter0023,2018-01-08,winterWeekday,2018-01-08 18:00:00,2018-01-09 09:31:30,15.525,1080.0,571.5,15061.949458483754
339,winter0023,2018-01-09,winterWeekday,2018-01-10 05:08:45,2018-01-10 07:56:30,2.7958333333333334,1748.75,476.5,12948.514106583072
333,winter0023,2018-01-10,winterWeekday,2018-01-11 03:52:45,2018-01-11 08:19:00,4.4375,1672.75,499.0,15417.479892761396
327,winter0023,2018-01-11,winterWeekday,2018-01-12 02:58:00,2018-01-12 09:51:45,6.895833333333333,1618.0,591.75,17293.896193771627
338,winter0023,2018-01-12,winterWeekday,2018-01-13 03:55:30,2018-01-13 09:45:15,5.829166666666667,1675.5,585.25,11309.246919214971
326,winter0023,2018-01-13,winterWeekend/Holiday,2018-01-14 04:00:45,2018-01-14 10:47:00,6.770833333333333,1680.75,647.0,8289.917355371901
328,winter0023,2018-01-14,winterWeekend/Holiday,2018-01-15 00:54:00,2018-01-15 10:31:15,9.620833333333334,1494.0,631.25,14406.459882081517
340,winter0023,2018-01-15,winterWeekend/Holiday,2018-01-16 02:46:30,2018-01-16 08:04:00,5.291666666666667,1606.5,484.0,19925.336567616738
329,winter0023,2018-01-16,winterWeekday,2018-01-17 04:40:45,2018-01-17 10:40:30,5.995833333333334,1720.75,640.5,19816.850483229107
334,winter0023,2018-01-17,winterWeekday,2018-01-18 01:20:00,2018-01-18 07:46:15,6.4375,1520.0,466.25,16951.711505437896
330,winter0023,2018-01-18,winterWeekday,2018-01-19 05:36:30,2018-01-19 09:47:15,4.179166666666666,1776.5,587.25,13761.340782122905
331,winter0023,2018-01-19,winterWeekday,2018-01-20 01:27:00,2018-01-20 10:52:30,9.425,1527.0,652.5,15026.140127388533
335,winter0023,2018-01-20,winterWeekend/Holiday,2018-01-21 03:13:45,2018-01-21 11:37:30,8.395833333333334,1633.75,697.5,18565.83497606308
332,winter0023,2018-01-21,winterWeekend/Holiday,2018-01-22 02:25:15,2018-01-22 08:40:45,6.258333333333334,1585.25,520.75,14603.19119669876
337,winter0023,2018-01-22,winterWeekday,2018-01-23 02:51:15,2018-01-23 07:59:30,5.1375,1611.25,479.5,0.0
336,winter0023,2018-01-23,winterWeekday,2018-01-23 00:00:00,2018-01-23 00:00:00,0.0,0.0,0.0,0.0
356,winter0081,2018-02-07,winterWeekday,2018-02-07 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0,3290.87079373234
344,winter0081,2018-02-08,winterWeekday,2018-02-09 00:39:45,2018-02-09 07:57:00,7.2875,1479.75,477.0,10563.157152924594
351,winter0081,2018-02-09,winterWeekday,2018-02-10 01:41:15,2018-02-10 08:39:45,6.975,1541.25,519.75,12906.008306414398
349,winter0081,2018-02-10,winterWeekend/Holiday,2018-02-11 02:43:15,2018-02-11 09:37:45,6.908333333333333,1603.25,577.75,5594.860103626944
353,winter0081,2018-02-11,winterWeekend/Holiday,2018-02-12 01:42:45,2018-02-12 06:21:15,4.641666666666667,1542.75,381.25,8411.272207473965
354,winter0081,2018-02-12,winterWeekday,2018-02-13 02:45:30,2018-02-13 09:32:45,6.7875,1605.5,572.75,19084.116094986806
350,winter0081,2018-02-13,winterWeekday,2018-02-13 23:45:30,2018-02-14 06:44:30,6.983333333333333,1425.5,404.5,14894.127054642382
347,winter0081,2018-02-14,winterWeekday,2018-02-15 01:30:00,2018-02-15 06:48:30,5.308333333333334,1530.0,408.5,12049.873472013725
355,winter0081,2018-02-15,winterWeekday,2018-02-16 02:14:15,2018-02-16 06:59:45,4.758333333333334,1574.25,419.75,12971.158582558433
352,winter0081,2018-02-16,winterWeekday,2018-02-16 23:34:30,2018-02-17 09:23:45,9.820833333333333,1414.5,563.75,9494.426393401649
345,winter0081,2018-02-17,winterWeekend/Holiday,2018-02-18 02:04:00,2018-02-18 07:42:45,5.645833333333333,1564.0,462.75,10858.181818181818
343,winter0081,2018-02-18,winterWeekend/Holiday,2018-02-19 01:02:15,2018-02-19 08:34:30,7.5375,1502.25,514.5,11392.05693950178
357,winter0081,2018-02-19,winterWeekend/Holiday,2018-02-20 02:08:15,2018-02-20 08:00:15,5.866666666666666,1568.25,480.25,11021.239744758432
348,winter0081,2018-02-20,winterWeekday,2018-02-21 02:17:15,2018-02-21 06:59:45,4.708333333333333,1577.25,419.75,16608.515782404298
342,winter0081,2018-02-21,winterWeekday,2018-02-22 01:36:30,2018-02-22 09:41:30,8.083333333333334,1536.5,581.5,0.0
346,winter0081,2018-02-22,winterWeekday,2018-02-22 00:00:00,2018-02-22 00:00:00,0.0,0.0,0.0,0.0
369,winter0070,2018-01-23,winterWeekday,2018-01-23 00:00:00,2018-01-23 00:00:00,0.0,0.0,0.0,5284.804441079989
360,winter0070,2018-01-24,winterWeekday,2018-01-25 01:32:15,2018-01-25 08:13:00,6.679166666666666,1532.25,493.0,14536.735003796508
366,winter0070,2018-01-25,winterWeekday,2018-01-26 00:40:45,2018-01-26 08:27:30,7.779166666666667,1480.75,507.5,21921.117485657272
362,winter0070,2018-01-26,winterWeekday,2018-01-27 01:09:45,2018-01-27 08:56:00,7.770833333333333,1509.75,536.0,17576.80768232546
368,winter0070,2018-01-27,winterWeekend/Holiday,2018-01-28 00:59:15,2018-01-28 08:38:00,7.645833333333333,1499.25,518.0,16287.866868381241
367,winter0070,2018-01-28,winterWeekend/Holiday,2018-01-29 01:09:30,2018-01-29 08:29:00,7.325,1509.5,509.0,16272.466734902762
365,winter0070,2018-01-29,winterWeekday,2018-01-30 00:46:00,2018-01-30 07:51:00,7.083333333333333,1486.0,471.0,17790.54061546992
370,winter0070,2018-01-30,winterWeekday,2018-01-30 22:52:45,2018-01-31 08:20:15,9.458333333333334,1372.75,500.25,16196.129032258063
363,winter0070,2018-01-31,winterWeekday,2018-02-01 00:52:15,2018-02-01 08:29:00,7.6125,1492.25,509.0,15986.625386996906
364,winter0070,2018-02-01,winterWeekday,2018-02-02 00:38:00,2018-02-02 08:23:00,7.75,1478.0,503.0,21849.185185185186
371,winter0070,2018-02-02,winterWeekday,2018-02-03 01:15:30,2018-02-03 08:52:00,7.608333333333333,1515.5,532.0,24832.715654952077
359,winter0070,2018-02-03,winterWeekend/Holiday,2018-02-04 00:31:00,2018-02-04 07:38:45,7.129166666666666,1471.0,458.75,13329.161225514817
361,winter0070,2018-02-04,winterWeekend/Holiday,2018-02-05 00:14:15,2018-02-05 08:27:15,8.216666666666667,1454.25,507.25,19651.872530945482
373,winter0070,2018-02-05,winterWeekday,2018-02-06 00:16:30,2018-02-06 08:18:30,8.033333333333333,1456.5,498.5,14377.832678270634
372,winter0070,2018-02-06,winterWeekday,2018-02-06 23:09:00,2018-02-07 08:27:45,9.3125,1389.0,507.75,0.0
358,winter0070,2018-02-07,winterWeekday,2018-02-07 00:00:00,2018-02-07 00:00:00,0.0,0.0,0.0,0.0
377,winter0113,2018-02-08,winterWeekday,2018-02-09 02:21:45,2018-02-09 08:47:00,6.420833333333333,1581.75,527.0,13513.183619550859
383,winter0113,2018-02-09,winterWeekday,2018-02-10 03:42:30,2018-02-10 08:25:15,4.7125,1662.5,505.25,24152.79644895371
382,winter0113,2018-02-10,winterWeekend/Holiday,2018-02-11 04:08:00,2018-02-11 09:44:15,5.604166666666667,1688.0,584.25,10742.016679302502
